,movieCd,movieNm,movieNmEn,openDt,typeNm,showTm,nations,actors,companys,audits,directors,genres
133,20184678,배반의 장미,Too Hot to Die,20181018,장편,98,한국,10005410|20157462|20279149|20305090|20110935|20313815|20313880|20313882|10057300|20314348|20314638|20315227|20315206|20315597|20315929|20295749|20147398|20147398|20317897|20131880|20158564|20265271,20188021,2018-MF01334|15세이상관람가,20305089,코미디
134,20167904,라라랜드,LA LA LAND,20161207,장편,127,미국,10049633|10014012|10031593|10091423|10017849,20100285,2016-MF01848|12세이상관람가,10009698,드라마|뮤지컬|멜로/로맨스
135,20110302,최종병기 활,War of the Arrows,20110810,장편,122,한국,10029474|10019065|10004099|10026825|10058024|10003647|20135943|10028507|10056268|10057189|20126810|10055073|20171342|20113992|20129215|20130226|20121442|10072321|20134255|20133945|10072842|20138236|20142306|20143660|10000808|20147707|20150773|20151183|20155636|2O110616|20160561|20164066|20164524|20143929|10026760|10028600|10000737|20133896,20100520,2011-F410|15세이상관람가,10006204,사극|액션
136,20147684,리스본행 야간열차,Night Train to Lisbon,20140605,장편,111,독일|스위스|포르투갈,10062976|10025926|10061037|10021633,20101104,2014-MF00405 |15세이상관람가,10033528,미스터리|멜로/로맨스|스릴러
137,20080962,극장판 도라에몽:진구의 마계대모험 7인의 마법사,Doraemon,20080717,장편,115,일본,10027457,20100065,2008-F255|전체관람가,10079674,애니메이션|코미디|어드벤처|가족
138,20141384,터미네이터 제니시스,Terminator Genisys,20150702,장편,125,미국,10041170|10063725|10091623|20166057|10091423|10050859|20126368|10076441|10055626|10041650,20100520,2015-MF00635 |15세이상관람가|2015-MF00675 |15세이상관람가,10044279,액션|어드벤처|SF|스릴러
139,20201051,작은 소망,The Last Wish,20200813,장편,107,대만|중국,10051627|20318334,20142968,2020-MF00830 |12세이상관람가,10070635,코미디
140,20216069,모리타니안,The Mauritanian,20210317,장편,129,미국,10030708|10065670|10020204|20115331,20158370,2021-MF00405|15세이상관람가,20112441,스릴러|드라마
141,20090527,국가대표 완결판-못 다한 이야기,Take Off,20090910,장편,144,한국,10087253|10035832|10005816|10003967,20100103,2009-F319|12세이상관람가,10005151,드라마|코미디
142,20060388,위대한 탄생,The Nativity Story,20061221,장편,100,미국,10075660|10050495,20141088|20100303,2006-F398|전체관람가,10074930,드라마
143,20203561,O.J. 심슨 사건 파일,The Murder of Nicole Brown Simpson,20200805,장편,85,미국,10026947|10008943,20111081,2020-MF01347|청소년관람불가,10009467,스릴러
144,20060018,빨간모자의 진실,Hoodwinked,20060406,장편,80,미국,10045773|10003107|10058890|10008256|10000955|10004748,20100103,2006-F021|전체관람가,10076237|10080301|10080072,애니메이션|코미디
145,20040512,헌티드,The Hunted,20040312,장편,94,미국,10030723|10080641,20060480,2004-F059|18세관람가,10053313,액션
146,20172244,치즈인더트랩,Cheese in the Trap,20180314,장편,116,한국,20126329|20354116|10050563|10028507|10053902|20212927|20169728|10026816|20302229|20273691|20193928|20313703|20314193|20290434|20314794|20316338|20285880|20316753|20316903|20142542|20172100|20324833|20324633|20332452|20246510|20314238,20139617,2018-MF00388|15세이상관람가,10005652,멜로/로맨스|스릴러
147,20201968,반교: 디텐션,Detention,20200813,장편,102,기타,20352512|20352493|20352513,20122837,2020-MF01750|15세이상관람가,20352492,공포(호러)
148,20060137,비열한 거리,A Dirty Carnival,20060615,장편,141,한국,10066899|10071900|10005221|10007486|20111428|10070417|10054493|10035749|10057411|20125469|20132714|10029574|10067353|20113023|20137867|20123365|20138286|20146765|20138079|20065172|20147743|20150129|10089747|20153281|10054354|20154677|20154782|20155112|20155606|20156059|20158325|20158121|10006037|20159581|20161503|20163103|20144923|10004308|10005034|20133608|20127572|10019055|20166519|20346433|10029481|20134258|20111526,20100109,2006-F162|18세관람가,20111250,액션|범죄|드라마
149,20206165,이누야시키 : 히어로 VS 빌런,inuyashiki,20200422,장편,126,일본,10007980|10056089,20141088|20161101,2019-MF02520 |15세이상관람가,10034595,SF|드라마|액션
150,20163521,스플릿,SPLIT,20161109,장편,121,한국,10054008|10057329|10055073|10061861|20227408|20233027|20265670|20154551|20265974|20165496|10065901|20132261|20157402|10062219,20100410,2016-MF01578|15세이상관람가,10072117,드라마
151,20174585,메리와 마녀의 꽃,Mary and The Witch’s Flower,20171207,장편,102,일본,10086696|20115319,20102327,2017-MF01951|전체관람가,20112237,애니메이션|어드벤처
152,20050165,허비,Herbie: Fully Loaded,20050819,장편,100,미국,10023532|10061131|10025513|10032206,20101568,2005-F163|전체관람가,10043664,코미디|가족|판타지
153,20136869,은밀한 유혹,Perfect Proposal,20150604,장편,110,한국,10058646|20111976|10054755|20110935|10070393|20211006|20217151|20166905|20221900|20223307|20226761|20235227|20203230|20124907|20301338|20279251|20127572|20333372|20310549,20110854,2015-MF00504 |15세이상관람가,10054464,멜로/로맨스|범죄
154,20161726,임금님의 사건수첩,The King's Case Note,20170426,장편,114,한국,10055970|10043631|10006545|20111954|10060331|20165700|20219146|10066710|20122756|20110693|20286702|20231468|20228232|20288160|20138286|20252669|20253577|20185995|20151292|20290223|20195903|20290331|10056869|20290393|20290415|20166519|20181712|20294909|20181435|20113318|10060157|10005374|10089421|20313297|20327192|20295749|20353012,20110854,2017-MF00575|12세이상관람가,20125803,코미디|어드벤처|액션
155,20196161,타발루가와 얼음공주,TABALUGA,20200108,장편,87,독일,10006379|20307513|20174743|20304490|20304472|20303250,20100829,2019-MF01912|전체관람가,10088772,애니메이션|어드벤처|코미디
156,20110906,특수본,S.I.U.,20111124,장편,111,한국,20189890|10047367|20112931|10062279|10035832|20153139|10005617|20125632|20135712|20136330|20136354|10066926|20138333|20141149|20144700|20144923|20145666|20148822|20151396|20151396|20151681|20152857|20153927|10028640|10002262|20155033|10060627|10028753|20160025|10054061|10057909|20165546|20180719|10005012|10058320|10004777|10053771|10061699|10029636|20159884|20232301|20113248|20335361|20143667|20151309|20222226,20100844|20100520,2011-F621|15세이상관람가,10090086,액션|범죄
157,20175481,튤립 피버,Tulip Fever,20171214,장편,104,영국|미국,20126770|20166160|10077744,20122837,2017-MF02030|청소년관람불가,10061166,드라마|멜로/로맨스
158,20090289,보트,The Boat,20090528,장편,115,한국|일본,10087253|10073039|10055086|10062134,20100209,2009-F149|15세이상관람가,10004950,드라마|액션
159,20177501,플립,Flipped,20170712,장편,89,미국,10025057|20211106,20122837,2017-MF01154|12세이상관람가,10018168,드라마|멜로/로맨스
160,20156841,신데렐라,Cinderella,20150319,장편,113,미국,10060784|20115551|10075724|10088863|10013358|10036716,20060452,2015-MF00247 |전체관람가,10075291,멜로/로맨스
161,20159573,령 : 저주받은 사진,Fatal Frame,20150604,장편,105,일본,10074091|10051396|10054628,20153568,2015-MF00572 |15세이상관람가,10042137,공포(호러)
162,20080236,나의 특별한 사랑이야기,"Definitely, Maybe",20080409,장편,111,미국,10014018|10042525|10015525,20100603,2008-F98|15세이상관람가,10041317,코미디|드라마|멜로/로맨스
163,20040568,내 여자친구를 소개합니다,Windstruck,20040603,장편,118,한국,10061467|10060612|10005617|10062440|10050734|10005995|10003606|20133114|10060604|20138005|10030215|20141159|20142344|20145225|20149524|10060379|20154192|20158267|20158349|20125364|20132165|10044005|20132417|20132417|10054943|20157273|10052000|20144840,20100109|20100453,2004-F143|15세관람가,10002002,멜로/로맨스|드라마
164,20147872,프라이버시,Closed Circuit,20140320,장편,96,영국|미국,10048110|10014990|10070931|10040142|10019875|20188126,20122471,2014-MF00186 |15세이상관람가,10068387,스릴러
165,20132807,어떤 시선,If You Were Me 6,20131024,옴니버스,108,한국,10058625|20113258|20112298|20179002|20133609|20137153|20179003|20179005|20111869|10061320|20137023|20165428|20144326,20100631,2013-MF00662 |12세이상관람가,10040487|10055906|10027834|10029163,드라마
166,20202684,언힌지드,Unhinged,20201007,장편,90,미국,10014740|20352553|10000110|10069899,20100634|20191561,2020-MF01804|청소년관람불가,20175781,스릴러|범죄
167,20124082,미스터 고,Mr. Go,20130717,장편,132,한국|중국,10035342|10035832|20182144|20182168|20156865|20157017|20182975|20183415|20185326|20185544|10066926|10031400|10004624|20207886|10006545|20148715|20146722|20113003|20127572|10005374|20333932|10003728|20184331,20100103,2013-MF00348 |12세이상관람가|2013-MF00359 |12세이상관람가,10005151,코미디|드라마
168,20177538,완벽한 타인,Intimate Strangers,20181031,장편,115,한국,10054128|10067353|20111474|10049852|10005820|10004264|20277349|20168260|20316710|20235446|20134142|20124449|10065609,20188021,2018-MF01726|15세이상관람가,20111735,드라마|코미디
169,20191601,극장판 엉덩이 탐정: 화려한 사건 수첩,Butt Detective The Movie,20190711,장편,68,일본,20310509|20190907|10089884|20113125|10057178|10030218|10034239|20300153|20306609|20325372,20100932,2019-MF01253|전체관람가,10090941,애니메이션
170,20170302,윈드 리버,Wind River,20170914,장편,111,미국|영국|캐나다,10062937|20120281|10067925|10056492|10090799|10070769|20248829,20158228|20124155,2017-MF01325|15세이상관람가,20187726,액션|스릴러
172,20158643,뱀파이어 아카데미,Vampire Academy,20150409,장편,104,미국|영국|루마니아,10066815|10071025|20188377,20100634,2015-MF00339 |15세이상관람가,10024329,액션|코미디|판타지
173,20090193,우리 집에 왜 왔니,On The Way Home,20090409,장편,107,한국,10000955|10029595|10026789|20129256|20123828|10039724|20145451|20152570|20162976|10055414|20067819|10066805|20335352,20100520,2009-F99|15세이상관람가,10090150,드라마|멜로/로맨스|코미디
174,20159582,엘리펀트 송,Elephant Song,20150611,장편,99,캐나다,10032426|20115444,20111582,2015-MF00569 |15세이상관람가,10071434,미스터리|드라마
175,20199630,어른들은 몰라요,Young Adult Matters,20210415,장편,127,한국,20186265|20333135|20353313|10058251|20164912|20330272|20340656|10088450|20230802|20375677|20375568|20340931|20311450|10026047|20357412|20341470|20314156|20375678|20375679|20334013|20375680|20375681|20124699|20375682|20375683|20202066|20180885|20344185|20336192|20320039|20164912|20369810|20375684|20344649|20289592|20164260|20375685|20323478|20250589|20375687|20375688|20375689|20375690|20375691|20375692|20357119|20182371|20357413|10065946|10056247|20158628|10000476|10007518|20239308|20236647|20231406,20139617,2020-MF01701 |청소년관람불가,10058251,드라마
176,20123161,늑대소년-확장판,A Werewolf Boy-Director's Cut,20121206,장편,127,한국,10037229|10028667|10060331|20111976|10006228,20110854,2012-F940 |15세이상관람가,10065952,멜로/로맨스|드라마|판타지
177,20183650,번개맨의 비밀,,20181206,장편,68,한국,20302511|20302512|20302529|20195568|20302531|20319794|20195568|20321953,20158370,2018-MF01954|전체관람가,20311974,가족|뮤지컬
178,20060223,겁나는 여친의 완벽한 비밀,My Super Ex-Girlfriend,20060817,장편,95,미국,10052082|10018923,20100041,2006-F246 |15세관람가,10055503,코미디|멜로/로맨스
179,20124936,나의 PS 파트너,Whatcha Wearin',20121206,장편,114,한국,20136568|10004885|20111744|10000488|20111894|20115209|10026816|20112878|20162354|20161466|20185341|10040672|20112011|10004335|10062219|20335361|20121449,20110854,2012-F906|청소년관람불가,10031356,멜로/로맨스|코미디
181,20080659,88분,88 Minutes,20080529,장편,106,미국|독일|캐나다,10044051|10045075,20111653,2008-F192|15세이상관람가,10068142,드라마|미스터리|스릴러
182,20113912,철의 여인,The Iron Lady,20120223,장편,105,영국,10025792|10070931,20063292,2012-F94|12세이상관람가,10086341,드라마
183,20164424,대장 김창수,MAN OF WILL,20171019,장편,114,한국,10067353|10037116|10061699|10062279|10040580|10053771|10061614|20254032|20254033|20209686|20133264|20291201|20186167|20291591|20293605|20294136|20131414|20217692|20314254|10089782|20294851|10049864|20307523|10087533|20314254|10061276|20310549|20341415|20157197|20331032|20374748,20168728|20161681,2017-MF01683|12세이상관람가,20131414,드라마
184,20183288,헌터 킬러,HUNTER KILLER,20181206,장편,121,미국,10062791|10001200,20168728,2018-MF02239|15세이상관람가,10023306,액션|스릴러
185,20050320,둠,Doom,20051202,장편,104,미국,20113037|10013266,20100649,2006-FV18|18세관람가,10043263,액션|공포(호러)|SF
186,20189462,셜록 놈즈,Sherlock Gnomes,20181003,장편,86,미국,10065531|10048445|10064095|10025018|10023474|10073160,20168728|20188721,2018-MF01631|전체관람가,10068081,애니메이션|코미디
187,20040772,역전의 명수,The Twins,20050415,장편,122,한국,10062240|10054355|10005374|10006368|20111060|10072303|20130748|20133550|20134982|10054366|20154717|20110711|10050444|20158261|20164969|10029574|10054257|10087396|20113788|10062134|10003728|10050794,20100303,2005-F061|15세관람가,20110995,코미디
189,20080080,연을 쫓는 아이,The Kite Runner,20080313,장편,127,미국,10064528|10042769,20100109,2008-F67 |12세이상관람가,10024440,드라마|전쟁
190,20120108,지슬 - 끝나지 않은 세월2,Jiseul,20130321,장편,108,한국,20170510|20154480|10026707|20112392|20112391|20153767|20153769|20158717|20170507|20170509|20122829|20186087|20170510|20187989|20323017,20100631,2013-F111|15세이상관람가,10050307,드라마
191,20030396,인터스테이트,Interstate 60,20031114,장편,109,미국|캐나다,10064078|10001200,20100265,2003-F302|12세관람가,10029785,어드벤처|판타지|드라마
192,20200419,맹크,Mank,20201118,장편,131,미국,10001200|10041879|20113051|10045053|10071351,20141469,2020-MF02496|15세이상관람가,10012198,드라마
193,20134069,씬 시티: 다크히어로의 부활,Sin City: A dame to kill for,20140911,장편,102,미국,10066016|10048502|10063351|10032511|10027673|10066274,20141469,2014-MF00931 |청소년관람불가|2014-MF00930 |청소년관람불가,10084669|10016605,액션|범죄|스릴러
